,essay_id,full_text,score
1121,655eb93,do you know what a seagoing cowboy is after world war two was over many countries were left in ruin so the united nations relief and rehabilitation administration unrra sent the ruined countries cowshorses and mules the seagoing cowboys job was to take care of the animals that were shipped overseas luke bomberger was a seagoing cowboy who made eighteen trips as a seagoing cowboy i think that luke bomberg would want others to join the seagoing cowboys because it could make you more aware of other countries it is also fun and you get to experience other cultures i think that luke bomberg would want you to join the seagoing cowboys because you get the oppertunity to go to other countries and experience them in the text it says besides helping i had the benefit of seeing europe and china the text says that because of the seagoing cowboy job he had he was able to experience other cultures and countries another reason i think that luk bomberg would want you to join the seagoing cowboys is because it makes you more aware of other countries in the text it says it made me more aware of people of other countries and their needs if luke bomberg had not become a seagoing cowboy he would not have realized the needs of other countries and their people i also think that luke bomberg would want you to become a seagoing cowboy is because it can be fun in the text it says the cowboys played baseball and volley ball in the empty holds where animals had been once the animals were taken off of the boat the cowboys were able to play games and have fun what would you do would you become a seagoing cowboy think of all the benefits like the sightseeing the fun and the growth of your awareness of all the other people in the world,3
1122,b78fd4d,the author suppports the idea because venus is one of the brightest points of light in the sky making it simple for even an amateur strgazer to spot but the nickname evening star is misleading cause it is a planet in our solar system venus is the secound planet from the sun while venus is simple to see from the distant but safe vantage point of earth it has proved a very challenging place to examine more closelyoften reffered to as the twin venus is the closest planet to earth in terms of density and size and occasionally the closest in distance tooearth venus mars our other planetery neighbor orbit the sun at diffrent speedsthese diffrent speeds mean that we are closer to mars and othger times venus because venus is sometimes right arround the corrner in space terms humans have sent numerousspacecraft to land on this cloud drapped worldthe author suppports the idea because venus is one of the brightest points of light in the sky making it simple for even an amateur strgazer to spot but the nickname evening star is misleading cause it is a planet a thick atmosphere of almost carbon dioxide blankets venus even more challenges are the cloudsof highly corrosive sulfuric acid in venuss atmosphereon the planets surface tempetures average over degrees fahrenheit and the atmospheric pressure is times greater than what we experiances on our planet these conditions are far more extreme than anything humans encounter on earth such as enviornment would crush even a submerine acccustomed to diving to the deepest parts of our oceans and would liquify many metals in conclusion the author suggests that sudying venus is worthy despite the dangers it presents which means dont be scared to take the risk and go see whats on that new planet,3
1123,d020bab,in the challenge of exploring venus the author suggests that studying venus is a worth prusuit and it is there are outstanding genious facts that prove that venus is worhty to explore there is not easy conditions but survivable for humans this planet could be another earth and we wouldnt even know til we try venus might have hot heat and sea level pressure but it has lots of similar features both the earth and venus have valleys moutains and craters as the article says venus was probably covered largely with oceans and could have surpported various form of life long time ago that planet could have been just like earth and we wouldnt know till be explore venus astronomers are fascinated by how once i could have been the most earthlike planet the planet is so much alike to earth that it also have erupting volcanoes earthquakes and lighting strikes the differences are the tempature the tempature is above normal but scientists are working of technology to resist the heat and sea levels humans are able to survive these conditions but it may not be easy the would have to have venuss harsh weather nasa would be the first to ever explore of venus the planets so much alike to earth that everyone wants to be exploring these dangers terrains the article says that our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation the human curiosity will likely lead us into many equally intimidating endeavors those risks we and humans with probably take the curiosity is gonna will and we eventually go and explore venus once we have all the correct materials for it venus is worth to pursuit despite the dangers it presents,3
1124,3d98d24,is the face on mars alien or just another natrual landform do we know if mars isnt crawling with extraterrestial beings yes yes we do in the following paragraphs i will prove the fact that the face on mars if in fact just a natrually formed landform then i will say why many people speculate if it is alien to begin with many people say the face on mars could be a sign of alien life and that extraterretial beings are calling out to us with their moundlike pyramids it cant be possible first it is proven that there are no signs of any alien markings on it the text saysas a rule of thumb you can discern things in a digital image times bigger that pixel size so if there were objects in this picture like airplanes on the ground or egyptianstyle pyramids or even small shacks you could see what they were second it has been proven that it is similar to many mesa or buttes in the western united states the text says what the picture actually shows is the martian equizelant of a butte or a mesa landforms common around the american west lastly the face has been taken over and over again and every time it becomes clearer and clearer every time this is because the technology has started getting better so the world can stat proving things to be false one example is the martian face to conclude many speculations have been made this is resonable because the picture wasnt originally clear and the second one was taken with clouds in the martian atmosphere but still the third picture shows that scientifaclly it is only a landform on the palnet of mars,3
1125,a0a15e3,would you feel comfortable standing in front of a computer and letting it try to figure out how you feeland how would a computer that can read someones emotions help them in the classroomalthough technology has been great in the past few yearscan we do better in our classroomsi say yes with this valuable technology that can read students emotions so how would this work the computer would first construct a d model of the facewith all major facial musclesthen the model must move like human musclesthis movement of one or more muscles is called an action unitafterward you use the six classified basic emotionshappinesssurpriseangerdisgustfear and sadnessthese are associated with each characteristic movements of facial musclesfor exampleyour frontalis pars lateralis muscle raises your eyebrows when youre surprised why would this technology be valuablebecause will be able to see emotions that other people may notlike for instanceyour in a math class and the teacher is teaching the class on algebrayour doing well until he starts to ramble about how he loves algebra and you lose focusthen that is when the computer could recognize that your are confused and remind you what you were doingthe same can be said with any class not just mathsay your are at home and dont understand the history homeworkthen computer sees this and sends you to website that can help you understand the subject the last reason why the facs is valuable is to recognize emotions that people cantbecause most human communication is nonverbal we may not be able to know exactly how someone feelsbut with facs we are able to detect exactly how someone feelseven when they are trying to hide their emotions for instancean ordinary human being they are not able to see the muscular action unitsthese determine a genuine smile from a fake oneso they will not be able to tell how you truly feelthey will only see what you show them on your facebut facs is able to use facial software to convey how you feel based on your facial muscular movement now that all of that was saiddo you now see how it is valuable to students and schoolsand not even schools but to people in the workforcethis can improve the way we communicate with each otherbeacause we will know how they really feel and then we will start to care more about each others feelingsthis is why i belive this technology is valuable to read students emotionsl expressions,4
1126,1abf7b9,driverless cars could be the next big thing driverless cars sound like a good idea at first but as i read this article the dangers of this car became more and more like a night mare we should not be able to make these kinds of cars simply for the dangerous side of these cars these types of cars could poitentially blow up in seconds if their senors or something else has a default these cars made for certain situations and only have been tested in those situations some concerns that could be raised is when the car can tell the space between you and another car the development of traffic jam and the safety of these cars they arent safe first off how do we know that this car can really park itself or alert the driver sure this has been tested but only a certain amount of cars have been tested with actual people inside the senors in the car can have a default and end in a fatal situation with the car being driverless the safety of turning the wheel has to be scary if the car is driverless then it should do all the work of the real life driver and the driver shouldnt have to be alert if car companies have been making these cars for almost years then what is wrong with it my guess would be that their would be something of its sort already in car dealerships ready to buy the development of traffic jam seems like a good idea until you start to read further into it it can do wonderful things such as alert a driver announce when the driver needs to take ahold of the car but shouldnt the car already be able to do this on its own yes it keeps at a constant rate of mph but what if you want to go faster how will you do that we have to interpret the driving fun in a new way said by dr werner huber it is not the fun new way this method of driving can cost the lives of many and they can also cost the company billions and millions of dollars if somebody sues them even though traffic jam has some pretty cool features in helping us stay safe it is one of these i have to believe it to see it kind of things the features of traffic jam can distract people more and more finally as discussed earlier the safety of these cars arent all that great it is safest that almost all states it is illegal to drive computer driven cars most drivers are alert as is the only thing that would distract a driver would be if he or she was on their cell phones that is why they put in laws such as texting while driving one thing that has to be developed is who is going to be sued if that test driver or actual person is harmed while testing these cars by the driver being so focused on the gadets in the car this can cause more accidents that texting and driving in conclusion google and other car makers should stop making these cars because they can harm people alot we should not have driver less cars because when can the car tell to park how much space is between you and the other cars the development of traffic jam and the safety of these cars there has been talks about these kind of cars before but then they stopped and now new ideas are going big companies dont want to be sued because of something that their car did since telsa has projected to make a release for a car capable for driving on auto piolet percent of the time it seems as if car companies have a little more testing and fixing to do its surprising to think that three major car companies will have self driven cars by,4
1127,83ece0c,hi my name is luke i am writing this letter to convince you that you should become a seagoing cowboy us seagonig cowboys love to play games like table tenis baseball volleyball cards and may other games we also have responcibilties like check on the animals every hour feed and water them if you join us on our seagoing cowboy trips i promis that you will have fun and learn new things every day like i said before we do have responcibilties around here we could always use an extra hand with cleaning feed and watering the animals also it might just get you out of going to that dreadful army when you become of age in my time working as a seagoing cowboy i have been to a lot of places and learend a lot of new things if your like me and good at worken come join us remeber at the end it all pays off also we always are looking for new recrutes evey day once you join you will never want a different job,2
1128,ce1060a,i think its better to have a car because people that are driverless would get all lazy because they dont have to drive people that needs to learn how to drive wouldnt be able to because they cars drives by itsself people shouldnt be lazy to drive maybe one day when your in a hurry and the car you got is driving so slow that your going to be late to your appointment or whatever you going to it would nice if they cars could tell them turn her or watch out or something like that so the car can warn you guys incase of accendent people should be responsible to drive theirselves to wherever they want to go what if the car breaks down they wont have a way to go anywhere without it working they would still have to buy the pieces or whatever to fix the car if it was your own car you wouldnt even mind to buy the stuff you need because you know its yours most people would be walking to places they need to go for the same reason of not having a car the car could hurt the drivers safety is the most important thing in any car in the earth people that drive with car be getting into acciedents imagine having cars that drives themselves it would be worser for people if the car goes to the other way where its not suppose to and get hit the person is the one that going to get the consequences for the cars action,2
1129,30d6bfe,seagoing cowboys program is an opportunity of a lifetime after world war ii was over many countries were left in ruins so the unrra made a program to help these contries called the seagoing cowboys we take care of animals that will be shipped overseas also helping people by giving food and also seeing europe china and acropolis in greece you can also find time to have fun on board playing a veritiy of games after unloading the animals in the text it states it was world war ii was over in europe and many countries were left in ruins unrra hired seagoing cowboys to take care of the horses young cows and mules that were shipped overseas text also stated that besides helpling people i had the side benefit of seeing europe and china but seeing the acropolis in greece was special luke also found time to have fun on board especially on return trips after the animals had been unloaded the cowboys played baseball and volleyball games in the empty holds where animals had been housed participating in the seagoing cowboys program allows you to experience adventures and visit many unique places but being a seagoing cowboy is much more than an adventure it can open up a new world for you its a grateful opportunity to take it can make you more aware of people of other countries and their needs so sign up today from a fellow seagoing cowboy luke bomberger,2
1130,4eaf0a7,twenty five years ago when nasas viking spacecraft was orbiting mars looking for possible landings sights for viking it spotted a face on mars in a region of the red planet called cydonia nasa revealed the images of this face thinking that it would be a good way to attract attention to mars it worked too maybe not in the way nasa had hoped though this face caused many people to belive that it was proof that there is or was life on mars nasa explains this face formation on mars as a huge rock formation which resembles a human head formed by shadows giving the illusion of eyes nose and mouth many skeptics believe that this face is proof of life forms on mars and that nasa is just trying to cover it up although if this was proof of life forms on mars then that would greatly benefit nasa so why would they try and cover it up well the answer is they wouldnt if there was any proof that there was life forms on mars then nasa would benefit greatly and they would most likely reveal that to the public as well not hide it so what is this face of mars that has had so many people questioning nasa and skepticizing over whether or not there is life on mars well the latest picture was an mgs image from this image shows the face for what it actually is which is a mesa as it says in the article unmasking the face on mars what the picture actually shows is the martian equivalent of a butte or mesalandforms common around the american west thats a lava dome that takes the form of an isolated mesa about the same height as the face on mars this lattest image has been able to show us what the rock land form on mars actually is which is just a mesa slowly since the image from the nasa viking in we have been getting better and better quality images with these better quality images we are able to see that this rock land form on mars doesnt even really look like a face slowly the pictures have gotten less hazy and we have been able to better see the face when you look back on that first image the one from the viking space ship in its easy to say that the land from on mars looks like a face because it does look like a face in that first bad quality image but now that we have new technology with better photo taking abilities it is easy to see that what we once may have thought looked like a face is just a mesa on mars not proof that there is aliens or other life forms on mars just a mesa that in all reality doesnt actually look all that much like a face,5
1131,9bd57f9,abolishing the electoral college would be the best way to go for everyone under the electoral college system voters vote not for the president but for a state of electos who in turn elect the president source plumer some wonder are the people in the electoral college even reliable many also believe that the electoral college is an unfair way of deciding whom the president will be the electoral college is also flawwed in a way that it makes the smaller states feel less important than the bigger states are the people in the electoral college always reliable who even knows who chooses our electoral college voting citizens cant even control who the electoral college votes for sometimes this is unjust and an outrage consitering us citizens do the moral duty to vote and may not even get a fair outcome anyways and there are some cases in which voters get confused about the electors and vote for the wrong canidate source plumer this winner takes all system is a big mess and highly unnescissary not to mention it is also a very unfair way of deciding some question if the electoral college is a fair way of voting which it is not the electoral college can cause an unfair vote to the presidents which also upsets us citizens what if say people vote in florida for president and for president and the electoral college sends it off as president gets the vote for that college but then that vote difference could have changed the vote for president country wide a scenario like this may be unlikely but it is possible it has already happened once it would be a shame if it did again chance of a situation like this draws a lot of people away from voting for president another unfair scenario was in when a tie would have occured if a mere voters in ohio and voters in hawaii had voted the other way source plumer the electoral collage is bound to cause a catastrophe and we should stop it before it does the elctoral college is also unfair in a way that smaller states votes do not feel as important some people in the smaller states even say they havent seen a campaign poster throughout an entire election because canidates feel as if campaigning isnt important in places that only have or electoral colleges if we had a popular vote society people in smaller states would feel like their vote is as important as those in the bigger states overall the electoral college is higly unfair way of deciding anything it should be abolished before it turns into a problem many can agree that the electoral college is unfair outdated and irrational source plumer,4
1132,344665a,in this story you are going to read how luke is trying to get people to be a seagoing cowboy like what they do what they get and how they do there job in my job we get to help out you get to take care of animals you get to go places and cross oceans you also get to take care of animals like horses and other animals also you get to see things you have never seen before you get to help the animals and you help and then you fell good for helping something or someone you will be able to see things and do things that you always wanted to do and you will have fun and just help as you read my story i hope now you want to be a seagoing cowboy because you will get to help and fell like your being loved for doing something good,2
1133,356a199,driverless cars imteresting topic and idea many people say driverless cars will lower accedents or they drive and we txt and talk simple as it gets right wrong lets keep it simple were becoming lazy and slowly losing our culture everything is becoming automatic nothing is done by hand if you wanna know what the weather is like you look at your phone how about you step outside to see if it is cold or hot another case we need to gain back our culture and becoming the people that say lets do this and lets not be the people that say lets let them do it we are becoming more dependable on technology more than ever its to the point were we are at driverless cars come on people we might as well have driverless nascar then if people dont wanna drive nascar is boring enough but lets put robots behind the wheel and see what happens instead of focusing on ways to improve ways to sit back and relax how about we find ways for us to improve our cars instead of having someone drive them for us take pride in your car take pride in your country take pride in your self another topic of the matter when you get your first car its a great feeling you can drive around with your friends and turn up the radio and have a fantastic time but think of it this way you get picked up by a car driven by a robots this robot cant hold a conversation this robot cant dance with you and talk about funny jokes and then go out to dinner with yah and eat with yah but you can do all that your frindsfamily or even a guy that you just meet or even a new girlfriend times should be kept simple and easy and fun not controlled by a non memory making robot remeber your memories and remeber your non robotic car,2
1134,077377d,the electoral college is a process not a place the meaning of electoral college is stated in source what is electoral college and in paragraph the electoral college process consists of the selection of electors the meeting of electors where they vote for president and vice president and the countiing of the electoral votes by congress it consist of electors a majority of eletoral votes is required to elect the president the electoral college is very important because it helps us decide who the new president of the united states is going to be but alot of people thimk that it is unfair and should be abolished to begin with electoral college is unfair because voters do not vote for the president they vote for a slate of electors who turn in elect the president the electors can be anyone not holding public office the elector are picked by the state sometimes the voters cannot pick who the electors vote for the electoral college is unfair outdated and irrational it is hard to say but bob dole was right abolish the electoral college but in defense of the electoral college there are a few reasons to keep our disliked method of choosing the president one reasons is the elecotoral college requires a prestidential canidate to have transregional appeal also to avoid the problem of elections in which no canidate receives a majority of the vote cast lastly the winner take all method of awarding electoral votes induces the canidates to focus their campaign efforts on the tossup states inconclusion the electoral college can be a good way to vote but also it can be a bad way to vote,3
1135,7efe0c4,the arts of technology i think it is safe to say that technology has expanded over time we live in a world where kids and even adults have technology it is a part of our socitey now but remember how hundreds of years ago we did not have technolgy and we did just fine how we showed emotions throught our and nothing else and now days we have emoticans and what not now we have a computer that reads us how weird is that we did not need this but now we seem to have kids now days email their teacher in order to get help when not so long ago we had saturday school to tutor those that needed help this computer is going to help teacher supposedly read tyhe face expression children make has they are exlaining the lesson that way they can go back and see who makes expression of confusion and does not this will help those kids that are to afraid to say thye need help see a childs ego can be pretty big when it comes to their education believe it or not a kid could be too afraid to ask for help because they have a feeling they can do it on their own the computer target each motion the face makes or when ever a muscle is different or changes in a face a teacherstudenet relationship is now going to followed up by a computer screen wont be long untill the robots take over this computer program will probably make it easy for other people to see how they feel towards one another maybe some will like the answer and other will not see thing about this is that maybe the computer will ditect a feeling that the person will not be sharing at all or does not want people to know about this feeling it could be invady some privacy because this person mught be hdidng a feeling thay do not want show this computer will read that due to the face muscles heshe will be moving whoever reads the results of this person will find themselve in a position they will not knnow what to do maybe this computer program is good for somethings but in some ocasions it will not be a good source also this computer program alterates more the usage of technolgy these days this will make society more intense and more into technology then what it already is people should be able to show and tell their emotions if they feel free to not by a computer to tell them for them,3
1136,ce34d62,dear senator of the state of florida i belive there is something wrong with our voting system evidence has shown that our electoral system has shown some minor errors in the election george w bush won because he had more electoral votes than his oppenenet al gore but al gore had more popular votes than bush if this great country of ours is a democracy shouldnt be the president decided by the people for the people the electoral college has been around for years now when are founding fathers came to this country they never said to have a voting system like this the people voted and those were counted and that was how the president was decied in the s john f kennedy was running for president in lousiana race and segragation was still happening the legislature of the state tried to change the electoral vote so all the pouplar votes would count against kennedy so the votes of the voter will have never counted but the system of working is also a good thin the votes can be avergae easier,2
1137,3e11caa,venus is the closest planet to earths in terms of density and size and occasionally the closest in distance too the author is sayin sinse venus is basicly another copy of earth will extra extreme features we should still look into it venus are acid rain defrees fahrenheit and has only of oxygen and carbon dioxide astronomers are fasinated by venus because it may well once have been the most earthlike planet in out solar system venus was probably covered largely with oceans and could have supported various forms of life just like earth the aurthor explains why people are so interested in venus and why they want to study and look more into the planet and its possabilities now people know that venus is not fit for life forms now even people who have gotten close anough to venus couldnt get even close to study the surface of venus they dont get a whole lot of time to look at venus because of its light and how bright it is if people attempted to take a photo of venus it would not come out how they wanted they only way we get any idea of venus and its surface is from the human eye we are never able to get close anough for samples because we would need to get extremely close and we cant because of its heat gases venus could easily burn through most metals from earth but astronomers think using old technology or a mechanical computer could help figure out more on venus the mechanical computer actually doesnt involve electronical equipment thats how the parts to the mechanical computer is made is by heat pressure and other types of forces people think just because its dangerous to go to venus doesnt mean we cant attempt it they also say our travels on earth and beyond should not be limited by dangers and doubts but should be expanded to meet the very edges of imagination and innovation telling us that its not possible and if you think about it it could happen and can be possible to travel to venus nasa has been thinking of ways to build a ship that could with stand venus and its heat an pressure and how to make it safe anough to be able to get there and collect supplies and leave without being in any type of harm,2
1138,1840279,many people are debating over wether the face on mars is a natural occurance or if it was allien made some people think that nasa is trying to hide there findings so nasa defended themsleves and said they wish there was an ancient civilization on mars nobody will ever belive the same things but it has been shown that there was no allien activity on mars conspiracy theorist believe there was alliens involded in the makeing of the face on mars sceintist have taken pictures to prove that it was a natural landform and their were no signs of alliens even when people said the camera had bad quality nasa took another picture with a more advanced camera when nasa got their second picture back it showed the martian equivalent of a butte or mesa landforms that are commom around the american west even if there were alliens that created this why would nasa keep it a secret they stated they want there to be a civilization this shows that nasa was not hiding anything and that there was no actual proof of allien life on mars without proof of life then nobody can conclude that the face on mars was made by alliens nasa has more evidence than a conspiracy scientist would wether or not the sceints had reason to back up their theory it would most likely be weak because nasas evidence is based on research and not a working conspiracy,3
1139,33071db,dear senator i would like to ask you to please change voting regulations from the electoral college to popular vote the popular vote would work much better because voters are not really voting for a presedent we are voing for a slate of electors the electoral college is unfair outdated and irrational an example of this is in gore and bush were canidates and when the votes were counted gore have more popular votes but less electoral votes then bush this was the forst time that happend sence the election of another example of the electoral college regulations being unfair is in when obama recived percent of the electoral vote as opose to only percent cast for him and romney and a nationwide tie with electoral votes is possable because of the number of votes is its an even number although it is highly unlikely the winnertakeall method of awarding all electoral votes to specific canadate is unfair aswell because as we have seen in the canadates focus mainly on serton states because all states are worth a diffrent amount of electoral votes such as california being worth votes and washinton state being priced at votes or new mexico being at a total cost of votes in the end the electoral vote is unfair i just wish that you would change the voiting regulations from bring and electoral vote to being a popular vote,3
1140,fe25490,so it is the year the future is here and google is purposing the idea of a driverless car they have done several tests and have discovered that the cars can not drive them self and they alert the driver to take over at times however it is still in test to perhaps be a truly driverless car one day sounds exciting right i read about this article not too long ago and i thought it would be pretty neat to have such a car i was also asked if i was against this development or if i agreed and wanted these kind of cars i can not really say if i want this to happen or not this new driverless car has its pros and it also has its cons the good thing about this new driverless car is that you would not have to drive as much and you could be taken anywhere by this new car it has sensors cameras and a gps so you would be in safe hands while in this driverless car googles tests have also proven that these cars have driven millions of miles and have yet to crash once so maybe this car is a good idea along with the good things also comes some bad things this google driverless car can drive itself but when it encounters a road accident or a road block it has to be manually driven also it is called driverless but stills needs a driver in the seat with hands on the wheel isnt that quite like false advertising another con is that if the car crashes would it be the manufacturers fault or the drivers fault there are so many laws they would have to sort out before letting people buy this type of car so what my view am i going for the development or am i agaisnt the devopment i think i am going to be against it if i were to be telling the truth there are many more cons than there are good things about this car yeah this is new it is exciting and inventive no one could resist this car however there are many safety concerns and at times the can not even drive itself that is my opinion on the new driverless cars,4
1141,5531c2d,i think you should join the seagoing cowboys program because it a really good program you will see lots of different things that you probabaly have never seen before wouldnt that be cool i was one and it was a lot of fun you get to meet new people and see new things some things that are a downside are when you are on the ship and a storm comes you have to make sure everything is latched shut and close everything you also have to make sure that no one or nothing gets thrown overboard it almost happened to me once i was a watchman on my second trip my job was to check on all of the animals every hour well one night i was doing just that and i slid down a slippery ladder i thought that i was going to go overboard my heart was racing as i shot feet first toward a big opening in the side of the ship i thought i was going to die but i didnt obviously cause im still here talking to you well a small metal strip stopped my slide keeping me from going overboard it was the best moment of my life when that metal strip saved me now that that is over with i am goign to tell you some amazing places you might be able to go these trips where amazing for a small town boy like me i would have so much fun in the places that we would go most people thought that it was just work work work but in all of reality it was some work and some play once i went to the panamal canal on my way to china that was really fun another time i went to greece i turned before arriving in greece and that meant that i could be drafted fo rmilitary service i wanted to but when the draft board found out i was on a cattleboat trip thet told me to keep doing that for my service sometimes we wouldnt have anything to do on the return trips so we would play games like baseball and vollyball in the empty holds where the animals were housed we would play fencing and boxing sometimes even tabletennis and whittling also we would read these games where used to pass time because we had a lot of it in conclusion i think that you should join the seagoing cowboys program there might be some scary moments but there are definetly some fun ones too it is a really good program to just start a military career you might even go on as many trips as me and if you do i will pray for you cause it is a lot of work,5
1142,9b3b928,safetey is first that is one thing that everyone want sespecilly in cars many people dont get that the idea of industries or companies making these smart cars is to help the enviorment by reducing the fuel use reducing fuel makes the enviorment more clean there would be less cars and many of those cars are going to save the enviorment iam with the making of smart cars because the safety the car is going to have saves money and the smart car can save the enviorment car safety is one of the most impartante things when a person buys a car safety is one of the things that people want more the smart car has advianced technology that can indicate that a probleam is going to happen sensores are being involved with this smart cars sensors can help do something that you can not do because you are doing something else sensors can help you to decress the chances that someone has the smart car would have more protection to stellers or accidnts acure these cars heve camras that can help incase of an accidents and last smart cars would have a computer that has all the rules of driving that would allow it not to speed or do a wrong turn and even more many people have jobs far away from their homes people want cars that can waste less oil for more miles smart cars reduce helf of what a normal car does if fuel is wasted less then many products will reduce their price and many people would have to waste less money people would save money and would have smart cars instede of normal cars the economy would grow and people would be less poor then they are the enviorment is getting to bad from the worlds global warminng that is incressung thanks to all the pollution humans do smart cars have the capabillity to use oil there would be less oil wells in the whole world oceans would be less contimanated then they are know ocean animals would die less many small towns or places would have less water probleams then they do know smart cars would do a big change in the world thanks to the oil reduce of the cars the world would have a better way of life i agree with smart cars because these cars would make a diffrence for everbody and for the world,3
1143,c4c72a0,in the challenge of exploring venus the author suggests that studying venus is a worthy pursuit despite the dangers it might present the author includes details that backup his idea for example venus resembles earth in many ways and so exploring it might be beneficial for the future also despite all the challenges that would obviously be faced at some point while trying to explore venus it is important to have knowledge about the outter space in which human curiosity could play a huge part of finally researchers cant seem to study venus without having anything that could be used as a sample since the conditions there are very much deadly for humans firstly the earth has many conditions that humans need to survive in which venus seems to have a huge resemblance of scientistes found that venus is the closest lookalike planet to earth than any other planet in our solar system the text reads today venus still has some features that are analogous to those on earth thus it could support and hold various forms of life in the future if explored and studied upon secondly although venus has many factors that resemble the planet earth no scientist can study it without having a sample from it to gain more knowledge about it unfortunatly no human could survive more than a couple of hourse in its crucial conditions paragraph reads these conditions are far more extreme than anything humans encounter on earth such an environment would crush even a submarine and liquefy many metals nevertheless scientists and researchers are still looking for solutions to explore venus safely for it could be our nearest option for a planetory visit finally the author believes that even though challenges could be extreme and dangerouse if the challenge presented by venus is taken over it wouldnt only bring along important informations but will also benefit our curiose human minds and pushes us to discover and learn more about outter space paragraph states striving to meet the challenge presented by venus has value not only because of the insight to bee gained on the planet itself but also because human curiosity will likely lead us into many equally intimidating endeavors nonetheless exploring and having the chance to gain more knowledge shouldnt be limited by dangers and difficulties yet should be conquered along with our doubts in conclusion the author includes and mentions many important factors and reasons on why we should take over the challenge of exploring venus in great details he includes of how venus despite for its extreme conditions could be explored and maybe even support some type of lifetherefore letting our minds go above what we maximize for it is very important for that it coud lead to more and more discoveries and explorations that could add to our knowledge in which will be very essential for our future,4
1144,81d3e02,throughout history mankind has depended on handson work for critical purposes however technology has evolved as a tool to assist us to do labor more efficiently and quickly it is an important decision whether or not to support driverless cars because it can affect the conflicts due to this choice human error has been a common factor for automobile accidents across the nation which has claimed many lives driverless cars can be another tool for the human population that could save lives to begin with manufacturers have tinkered on this project for many years by several strategies such as general motors and their concept car that ran on a unique test track it began in the s using binary code to alert the car system unfortunately upgrades in that period of time were too expensive to be used widespread this began the alternative option of smarter cars rather than intellegent roads to assist drivers likewise the government is obstinant on testing for every single liability smarter cars can be held for it is above all priorities for the smarter cars to ensure complete saftey from dangerous hazard conditions on the road to prevent such conditions developers considered the use of driverless cars to assist drivers instead of total control at all times furthermore scientists and engineers have added ideas from each other enabling cars to even sensor dangerous obstacles for example the bmw traffic jam assistant is one of the many cars that can preform driverless to a certain extent allowing for a human driver to access the controls if necessary this evidence concludes that driverless cars are potential as a wonderful tool to help in the saftey of others in a vehicle driverless cars could be the next common technology among the human population like computers or phones from this humanity will continue evolving and strive through conflicts similar to this subject however another choice for us individually is whether or not to accept change,2
1145,27fabca,the new technology can be recognize your feelings with just see your movements of the major muscle and he ask can we actually calculate emotions like a math homework anyone can know if that idea is possible but he want a try the process begins construct a computer model d of the face something weir we can tell how a friend feeling simply by the look on his face by the way did making happy face is the experiment also make you feel slightly happy he ask but according to the facial freedback theory of emotionmoving your facial muscle not only expresses emotions but also may even help produce them in resume your muscle of your face not only we can see your emotions they produce the emotions shes percent happy percent disgusted percent fearful and percent angry at least according to some new computer software that can recognize emotions the software is the latest innovation from prof the idea for me is not good because if you feeling sad o with depression you dont want that other one know how you can feel everyone have problems and sometimes you dont want to said anything,2
